x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,D,U
324.65,8.72,13.0,0.76,0.05,0.01,2.78,0.69,1.14,0.13,28.0,7997.35,90.0,22.0,3.0,3.0,104.0,1.0,0.41,0.0,686.0,0.02895707035648727
372.27,7.88,28.0,0.85,0.08,0.02,3.42,0.71,0.88,0.15,46.0,2963.12,15.0,48.0,3.0,3.0,171.0,9.0,0.32,1.0,695.0,0.04353071389042612
172.68,2.32,27.0,0.75,0.08,0.01,0.05,0.69,0.83,0.25,12.0,9968.12,15.0,35.0,0.0,1.0,844.0,9.0,0.83,1.0,619.0,0.6571428571428571
236.1,7.21,19.0,0.9,0.08,0.0,4.23,0.88,0.93,0.4,13.0,1494.87,45.0,35.0,2.0,2.0,805.0,11.0,0.69,0.0,546.0,0.15831739961759084
104.85,9.51,20.0,0.93,0.0,0.03,4.08,0.74,1.01,0.94,40.0,9623.18,45.0,15.0,3.0,0.0,370.0,10.0,0.34,0.0,430.0,0.15752609412195567
131.52,7.14,17.0,0.73,0.02,0.03,0.1,0.76,1.12,0.67,17.0,9030.78,90.0,20.0,2.0,0.0,238.0,11.0,0.53,0.0,160.0,0.6503636363636363
356.5,3.98,6.0,0.84,0.07,0.04,2.71,0.88,0.96,0.26,18.0,5563.76,45.0,14.0,3.0,2.0,125.0,6.0,0.96,1.0,741.0,0.03552058666259261
131.65,5.51,4.0,0.72,0.04,0.03,4.53,0.99,0.91,0.06,10.0,5894.44,90.0,8.0,1.0,1.0,230.0,2.0,0.75,1.0,512.0,0.056148282097649174
286.32,6.81,1.0,0.88,0.1,0.01,0.91,0.66,0.95,0.68,28.0,7772.97,15.0,17.0,0.0,2.0,472.0,2.0,0.22,0.0,675.0,0.2899546247818499
369.07,5.6,18.0,0.78,0.07,0.01,1.76,0.63,1.08,0.63,13.0,3137.14,60.0,8.0,2.0,3.0,941.0,12.0,0.3,0.0,597.0,0.26282608695652177
98.09,2.08,19.0,0.86,0.1,0.01,1.66,0.68,0.93,0.68,34.0,5321.95,45.0,53.0,0.0,1.0,940.0,8.0,0.27,1.0,897.0,0.29097744360902256
305.29,3.81,9.0,0.86,0.02,0.04,1.78,0.89,1.19,0.26,49.0,9033.52,90.0,24.0,2.0,3.0,690.0,9.0,0.85,0.0,957.0,0.21858325252024086
165.45,8.22,13.0,0.98,0.09,0.04,0.21,0.68,0.87,0.52,6.0,775.67,45.0,11.0,2.0,2.0,324.0,4.0,0.64,0.0,752.0,0.31754791630033413
483.32,8.75,8.0,0.86,0.03,0.01,1.4,0.83,1.1,0.36,12.0,9064.73,45.0,13.0,0.0,1.0,339.0,2.0,0.94,0.0,524.0,0.22486784351145037
267.6,2.24,23.0,0.87,0.1,0.02,1.47,0.84,1.04,0.82,29.0,7314.9,30.0,29.0,3.0,2.0,666.0,5.0,0.09,1.0,594.0,0.317004048582996
412.7,9.57,13.0,0.82,0.02,0.05,4.33,0.72,0.89,0.07,13.0,7721.46,15.0,25.0,3.0,2.0,295.0,7.0,0.05,1.0,632.0,0.07037487828627069
297.6,3.96,15.0,0.98,0.05,0.03,1.76,0.63,1.1,0.28,26.0,740.71,45.0,25.0,1.0,1.0,191.0,4.0,0.68,0.0,344.0,0.1872904027637344
69.54,6.96,11.0,0.93,0.08,0.04,2.24,0.76,0.98,0.6,4.0,1958.79,60.0,54.0,2.0,1.0,829.0,12.0,0.27,1.0,593.0,0.26407407407407407
334.92,7.77,12.0,0.79,0.04,0.01,1.9,0.67,1.07,0.21,15.0,9260.09,30.0,25.0,0.0,2.0,465.0,9.0,0.68,0.0,421.0,0.2615172413793104
478.13,8.31,14.0,0.95,0.05,0.01,0.6,0.67,1.06,0.67,16.0,1328.11,90.0,55.0,2.0,0.0,928.0,12.0,0.72,1.0,264.0,0.5640625
320.73,9.51,4.0,0.83,0.1,0.04,4.95,0.81,0.84,0.14,19.0,6348.71,90.0,51.0,3.0,1.0,284.0,4.0,0.3,0.0,227.0,0.12554621848739494
418.63,3.82,1.0,0.95,0.04,0.03,4.13,0.87,1.14,0.02,47.0,7848.66,60.0,46.0,0.0,0.0,46.0,8.0,0.95,1.0,217.0,0.037685611879160266
447.89,8.73,24.0,0.95,0.06,0.03,2.7,0.63,1.07,0.86,26.0,2389.69,60.0,34.0,0.0,0.0,452.0,3.0,0.77,1.0,770.0,0.14167637767637764
152.64,2.19,4.0,0.76,0.01,0.03,2.38,0.83,1.11,0.33,32.0,7018.02,15.0,17.0,2.0,0.0,884.0,12.0,0.37,1.0,299.0,0.222603550295858
145.42,7.35,19.0,0.91,0.08,0.03,3.25,0.7,0.98,0.16,6.0,749.21,60.0,56.0,1.0,0.0,45.0,12.0,0.41,0.0,861.0,0.01029555236728838
324.94,7.68,9.0,0.79,0.06,0.04,1.63,0.87,0.88,0.17,6.0,5037.81,90.0,17.0,3.0,3.0,77.0,6.0,0.72,0.0,586.0,0.03710157152311866
234.96,7.1,10.0,0.79,0.04,0.01,0.25,0.92,0.93,0.89,5.0,3410.89,15.0,15.0,3.0,2.0,419.0,6.0,0.3,1.0,993.0,0.2560077341389728
427.94,3.27,4.0,0.79,0.0,0.02,2.02,0.92,1.16,0.65,2.0,6492.85,60.0,20.0,2.0,1.0,369.0,3.0,0.3,0.0,294.0,0.26158940397351
455.01,8.86,20.0,0.92,0.06,0.04,4.92,0.75,1.18,0.96,2.0,8901.15,60.0,40.0,2.0,2.0,130.0,2.0,0.62,0.0,525.0,0.03617245817245818
209.04,2.52,9.0,0.77,0.0,0.02,0.91,0.83,0.99,0.8,37.0,1342.36,90.0,35.0,1.0,2.0,676.0,6.0,0.13,1.0,717.0,0.3800886474329485
156.59,1.48,13.0,0.7,0.0,0.03,2.64,0.92,0.92,0.77,3.0,4558.05,15.0,55.0,3.0,2.0,726.0,7.0,0.99,0.0,640.0,0.19230769230769226
401.24,7.46,12.0,0.91,0.06,0.04,0.04,0.62,1.09,0.5,6.0,4289.62,30.0,27.0,1.0,2.0,967.0,7.0,0.29,1.0,711.0,0.8224999999999999
173.66,5.28,11.0,0.75,0.02,0.05,0.61,0.84,1.11,0.82,31.0,3305.57,30.0,54.0,0.0,2.0,967.0,10.0,0.38,0.0,687.0,0.4565217391304348
420.18,8.64,12.0,0.73,0.02,0.02,2.94,0.93,1.13,0.41,43.0,4853.65,15.0,11.0,0.0,1.0,957.0,11.0,0.22,1.0,972.0,0.1787715422698502
240.68,4.45,18.0,0.77,0.07,0.02,1.49,0.75,0.81,0.83,5.0,8819.21,60.0,39.0,1.0,2.0,565.0,1.0,0.64,1.0,241.0,0.2875903614457831
350.4,2.51,12.0,0.81,0.01,0.04,4.53,0.78,0.8,0.76,46.0,9739.25,60.0,15.0,1.0,2.0,491.0,12.0,0.06,1.0,651.0,0.1093693385888451
92.99,8.53,16.0,0.84,0.03,0.04,2.03,0.88,0.94,0.68,10.0,128.14,15.0,9.0,2.0,2.0,298.0,6.0,0.93,0.0,998.0,0.08029603761979405
330.74,5.94,5.0,0.71,0.01,0.04,1.04,0.63,0.86,0.33,27.0,7416.41,30.0,20.0,3.0,3.0,887.0,9.0,0.3,1.0,890.0,0.34339738929279573
253.3,2.7,20.0,0.99,0.06,0.02,2.73,0.75,1.12,0.63,24.0,6189.3,45.0,24.0,3.0,0.0,99.0,9.0,0.93,1.0,613.0,0.0402929380841377
313.97,7.48,25.0,0.91,0.07,0.02,3.97,0.72,1.01,0.51,22.0,9945.67,90.0,18.0,3.0,3.0,221.0,12.0,0.25,1.0,341.0,0.1103585147247119
125.61,5.6,12.0,0.8,0.07,0.03,0.1,0.61,1.13,0.46,25.0,990.32,15.0,29.0,1.0,2.0,584.0,2.0,0.51,1.0,646.0,0.6114494793132564
381.59,6.44,21.0,0.8,0.03,0.04,2.53,0.68,0.87,0.99,3.0,8132.33,45.0,20.0,2.0,3.0,81.0,4.0,0.7,0.0,821.0,0.021688468081141977
438.26,5.15,25.0,0.83,0.01,0.04,3.87,0.76,1.05,0.5,16.0,9345.89,90.0,22.0,2.0,1.0,857.0,6.0,0.61,0.0,216.0,0.16872689938398355
147.53,8.46,11.0,0.89,0.01,0.01,0.52,0.68,1.03,0.03,30.0,9129.94,45.0,43.0,2.0,1.0,974.0,4.0,0.51,1.0,635.0,0.579671052631579
93.07,8.47,9.0,0.74,0.04,0.02,4.51,0.84,0.94,0.63,48.0,5649.67,45.0,26.0,1.0,1.0,299.0,12.0,0.79,0.0,370.0,0.10418874773139744
60.64,7.38,18.0,0.76,0.09,0.02,1.32,0.78,1.01,0.73,43.0,3342.81,90.0,26.0,1.0,0.0,376.0,9.0,0.47,0.0,360.0,0.29810344827586205
338.89,1.95,25.0,0.96,0.02,0.05,0.85,0.62,1.04,0.89,4.0,6435.05,45.0,21.0,2.0,1.0,36.0,2.0,0.33,0.0,382.0,0.04792528654308758
323.19,8.55,3.0,0.78,0.03,0.03,2.95,0.71,1.16,0.63,43.0,3130.11,30.0,47.0,1.0,0.0,429.0,10.0,0.72,0.0,110.0,0.19154430379746834
296.01,7.04,20.0,0.81,0.01,0.02,0.88,0.61,0.82,0.02,40.0,4181.47,15.0,31.0,0.0,1.0,909.0,6.0,0.94,1.0,553.0,0.42654255319148937
154.38,7.27,17.0,0.96,0.06,0.0,3.4,0.74,1.13,0.12,16.0,4512.68,30.0,23.0,3.0,3.0,371.0,1.0,0.6,1.0,479.0,0.15884911747959762
225.91,4.27,14.0,0.9,0.07,0.03,2.45,0.7,1.19,0.16,40.0,3089.31,30.0,18.0,3.0,3.0,574.0,9.0,0.28,0.0,140.0,0.2426086956521739
317.51,8.91,1.0,0.8,0.06,0.0,0.55,0.88,1.09,0.21,41.0,3484.09,90.0,51.0,3.0,3.0,763.0,1.0,0.76,1.0,538.0,0.48516129032258065
273.55,7.53,17.0,0.91,0.09,0.04,4.56,0.72,1.09,0.8,46.0,172.4,90.0,48.0,0.0,3.0,464.0,12.0,0.76,1.0,486.0,0.14219676110963084
494.5,2.01,25.0,0.71,0.05,0.04,3.37,0.75,0.89,0.31,8.0,3041.08,90.0,45.0,2.0,0.0,814.0,8.0,0.27,0.0,257.0,0.15434782608695652
111.4,4.67,27.0,0.92,0.01,0.02,2.73,0.89,1.01,0.31,24.0,4775.82,45.0,59.0,3.0,1.0,621.0,9.0,0.38,0.0,384.0,0.24418230563002682
362.82,8.98,8.0,0.85,0.03,0.02,1.87,0.79,1.08,0.76,16.0,1812.77,45.0,13.0,1.0,2.0,481.0,1.0,0.14,1.0,405.0,0.2872822299651568
231.94,1.42,5.0,0.94,0.07,0.04,0.67,0.82,1.04,0.41,27.0,8075.29,15.0,14.0,0.0,3.0,600.0,1.0,0.08,0.0,585.0,0.5234730538922155
242.69,9.65,5.0,0.99,0.06,0.01,3.54,0.94,0.95,0.06,2.0,5422.61,45.0,30.0,2.0,1.0,955.0,10.0,0.81,1.0,968.0,0.20222517020424507
372.92,7.11,9.0,0.98,0.05,0.01,4.07,0.68,1.18,0.59,20.0,7959.42,15.0,53.0,0.0,1.0,378.0,7.0,0.37,1.0,87.0,0.183629191321499
361.6,6.68,3.0,0.97,0.07,0.05,0.63,1.0,1.01,0.13,20.0,1368.22,30.0,31.0,3.0,1.0,335.0,10.0,0.28,0.0,721.0,0.2571441334887639
496.07,3.44,19.0,0.85,0.06,0.04,2.47,0.96,1.19,0.57,20.0,8223.06,15.0,27.0,2.0,2.0,419.0,5.0,0.26,0.0,50.0,0.2302593659942363
107.78,3.24,23.0,0.81,0.09,0.04,2.42,0.71,1.03,0.78,19.0,9586.8,15.0,56.0,3.0,3.0,611.0,11.0,0.07,0.0,267.0,0.2155263157894737
96.85,9.48,9.0,0.84,0.06,0.01,1.75,0.96,1.12,0.93,18.0,3589.29,90.0,39.0,2.0,0.0,897.0,3.0,0.98,0.0,190.0,0.28712727272727273
375.95,3.68,22.0,0.91,0.08,0.01,3.95,0.9,1.1,0.07,13.0,2911.13,45.0,16.0,3.0,0.0,512.0,9.0,0.37,1.0,299.0,0.16913131313131313
310.27,7.98,18.0,0.97,0.02,0.0,0.5,0.97,1.06,0.3,17.0,6503.63,60.0,28.0,2.0,2.0,34.0,2.0,0.16,0.0,134.0,0.16079800995024876
173.37,4.54,16.0,0.76,0.07,0.01,1.03,0.88,0.81,0.65,33.0,6395.55,60.0,25.0,0.0,2.0,170.0,6.0,0.86,1.0,865.0,0.06842791651242917
85.74,2.25,1.0,0.98,0.09,0.04,0.01,0.87,0.83,0.32,28.0,1213.43,90.0,35.0,2.0,0.0,204.0,4.0,0.72,0.0,633.0,0.28455914785791375
88.55,1.1,2.0,0.94,0.04,0.01,1.86,0.6,1.03,0.45,5.0,9274.91,30.0,9.0,2.0,0.0,722.0,5.0,0.66,0.0,477.0,0.3155244755244755
452.39,5.9,14.0,0.99,0.08,0.04,1.46,0.79,1.16,0.02,28.0,4842.66,30.0,45.0,0.0,3.0,430.0,2.0,0.3,0.0,244.0,0.3702439024390244
136.34,9.78,14.0,0.96,0.07,0.01,4.33,0.68,1.04,0.69,25.0,7667.72,30.0,10.0,2.0,0.0,687.0,1.0,0.42,0.0,509.0,0.16750469043151966
195.52,4.32,1.0,0.78,0.01,0.02,3.73,0.73,0.89,0.88,20.0,3657.24,15.0,43.0,0.0,0.0,743.0,9.0,0.84,0.0,723.0,0.16325581395348834
152.0,4.21,26.0,0.73,0.06,0.05,0.42,0.99,0.93,0.98,21.0,2689.21,45.0,37.0,3.0,0.0,804.0,3.0,0.64,0.0,561.0,0.4832394366197183
209.75,4.1,26.0,0.73,0.01,0.01,3.7,0.63,1.05,0.83,13.0,1201.59,30.0,12.0,3.0,2.0,22.0,6.0,0.35,1.0,720.0,0.004698404255319148
81.24,5.68,25.0,0.79,0.1,0.02,3.38,0.89,1.04,0.03,6.0,2817.74,60.0,34.0,3.0,0.0,416.0,9.0,0.11,1.0,970.0,0.069617285694111
283.58,4.97,16.0,0.88,0.08,0.02,1.41,0.67,1.18,0.65,29.0,9934.97,15.0,16.0,2.0,0.0,972.0,1.0,0.9,0.0,832.0,0.3359336099585062
80.43,8.92,15.0,0.94,0.01,0.01,0.08,0.6,1.01,0.5,42.0,6613.81,30.0,18.0,1.0,3.0,864.0,12.0,0.96,0.0,647.0,0.8616666666666666
410.16,5.55,26.0,0.97,0.01,0.02,0.58,0.8,0.94,0.94,9.0,8047.55,30.0,52.0,1.0,1.0,364.0,5.0,0.72,0.0,83.0,0.6077848101265821
155.17,5.57,15.0,0.89,0.06,0.02,1.25,0.66,1.01,0.9,29.0,9589.24,45.0,8.0,3.0,2.0,255.0,4.0,0.69,0.0,700.0,0.1354495238095238
293.01,2.25,12.0,0.7,0.03,0.03,4.08,0.99,1.11,0.99,38.0,882.01,45.0,9.0,0.0,2.0,97.0,3.0,0.54,1.0,14.0,0.13366141732283462
446.04,9.84,16.0,0.76,0.0,0.04,2.33,0.68,1.02,0.86,1.0,1730.47,15.0,7.0,2.0,3.0,448.0,2.0,0.97,1.0,833.0,0.12274459333282862
342.89,3.25,14.0,0.73,0.05,0.03,4.59,0.68,0.93,0.55,30.0,9286.86,60.0,41.0,0.0,0.0,430.0,3.0,0.69,1.0,127.0,0.1240608228980322
289.83,1.66,29.0,0.81,0.04,0.0,3.95,0.61,0.94,0.71,32.0,5689.08,90.0,30.0,2.0,1.0,661.0,1.0,0.08,1.0,753.0,0.13789786309308225
195.95,6.97,24.0,0.85,0.01,0.03,1.44,0.73,1.1,0.96,23.0,6385.01,60.0,53.0,0.0,3.0,831.0,1.0,0.09,1.0,670.0,0.3448770491803279
199.85,6.36,15.0,0.71,0.08,0.0,4.23,0.61,0.83,0.58,39.0,4333.58,45.0,54.0,3.0,1.0,265.0,8.0,0.96,0.0,323.0,0.10246790071568528
351.27,4.74,23.0,0.8,0.09,0.03,0.58,0.8,0.91,0.84,10.0,8162.84,45.0,58.0,1.0,0.0,285.0,5.0,0.94,0.0,210.0,0.4607594936708861
497.36,4.8,15.0,0.75,0.08,0.03,0.18,0.8,0.86,0.94,44.0,5220.72,90.0,40.0,0.0,1.0,667.0,2.0,0.56,1.0,870.0,0.44830508474576275
347.83,8.07,19.0,0.89,0.08,0.01,3.04,0.62,1.18,0.57,21.0,8278.68,60.0,26.0,3.0,3.0,16.0,3.0,0.21,1.0,552.0,0.005874587458745875
301.0,2.76,8.0,0.84,0.02,0.04,1.71,0.7,0.84,0.16,26.0,9922.65,60.0,22.0,1.0,0.0,509.0,2.0,0.58,0.0,758.0,0.2039786192057171
378.79,8.38,2.0,0.85,0.03,0.05,1.65,0.93,1.1,0.16,15.0,6502.6,90.0,36.0,1.0,2.0,255.0,10.0,0.76,0.0,439.0,0.18072592083207978
259.34,6.84,2.0,0.83,0.02,0.04,3.44,0.79,1.05,0.12,17.0,5335.25,45.0,53.0,1.0,1.0,355.0,2.0,0.01,0.0,676.0,0.0962061543792313
77.06,4.77,27.0,0.99,0.08,0.02,4.25,0.77,1.05,0.48,35.0,3715.06,15.0,45.0,0.0,0.0,213.0,4.0,0.82,1.0,719.0,0.051394238029008533
303.03,5.12,10.0,0.76,0.09,0.03,1.61,0.88,1.11,0.48,25.0,2027.49,60.0,31.0,0.0,0.0,491.0,12.0,0.46,0.0,628.0,0.20717451253142005
480.93,3.31,3.0,0.85,0.07,0.05,1.63,0.89,0.96,0.62,15.0,6600.91,30.0,11.0,1.0,3.0,761.0,4.0,0.46,1.0,168.0,0.3005703422053232
128.89,7.77,23.0,0.92,0.09,0.02,2.67,0.9,0.96,0.48,33.0,720.11,60.0,35.0,0.0,0.0,489.0,7.0,0.43,1.0,690.0,0.16166757493188014
360.5,5.62,17.0,0.87,0.06,0.04,3.27,0.93,0.92,0.97,11.0,9567.25,60.0,43.0,3.0,3.0,103.0,2.0,0.69,1.0,310.0,0.06363481151318276
140.42,3.89,8.0,0.98,0.04,0.0,1.01,0.69,1.04,0.29,24.0,6510.8,60.0,34.0,2.0,2.0,907.0,9.0,0.21,1.0,429.0,0.46805970149253734
291.12,6.36,28.0,0.81,0.04,0.0,4.56,0.63,1.17,0.87,6.0,9597.69,45.0,59.0,1.0,1.0,319.0,7.0,0.61,1.0,267.0,0.1398561151079137
93.5,9.96,23.0,0.84,0.01,0.04,3.27,0.75,1.17,0.1,28.0,2795.52,30.0,47.0,2.0,2.0,529.0,4.0,0.04,1.0,71.0,0.19475409836065574
252.67,4.92,4.0,0.73,0.0,0.04,3.13,0.94,1.08,0.6,29.0,9470.51,60.0,29.0,1.0,3.0,938.0,12.0,0.81,1.0,670.0,0.1767554479418886
390.27,9.29,14.0,0.88,0.07,0.04,4.52,0.63,1.16,0.65,48.0,6160.04,15.0,38.0,2.0,2.0,439.0,7.0,0.82,1.0,171.0,0.1482608695652174
206.41,4.11,21.0,0.79,0.04,0.05,4.54,0.83,1.19,0.77,21.0,8121.61,30.0,52.0,1.0,1.0,179.0,10.0,0.31,1.0,95.0,0.13689530685920578
349.21,1.49,10.0,0.75,0.06,0.01,0.68,0.88,1.12,0.5,12.0,1871.34,90.0,57.0,3.0,2.0,128.0,11.0,0.11,1.0,22.0,0.4196428571428571
407.95,2.84,29.0,0.86,0.06,0.01,0.73,0.79,0.96,0.2,22.0,5051.09,15.0,24.0,1.0,0.0,767.0,1.0,0.75,0.0,284.0,0.46728323699421964
467.23,4.77,1.0,0.86,0.03,0.05,3.81,0.7,0.99,0.37,27.0,5732.71,90.0,47.0,3.0,1.0,649.0,7.0,0.47,0.0,426.0,0.1734303534303534
155.59,2.98,4.0,0.72,0.05,0.01,4.78,0.73,1.17,0.27,21.0,3989.26,60.0,41.0,1.0,2.0,743.0,6.0,0.92,0.0,133.0,0.11833910034602074
229.69,1.0,1.0,0.91,0.05,0.03,3.33,0.63,1.07,0.42,15.0,2607.0,45.0,49.0,0.0,1.0,72.0,9.0,0.35,0.0,879.0,0.016353876833584247
118.59,9.24,17.0,0.89,0.04,0.03,2.06,0.72,1.13,0.53,18.0,9057.27,60.0,30.0,2.0,2.0,126.0,8.0,0.84,0.0,625.0,0.056289882352941176
496.62,8.59,26.0,0.76,0.08,0.0,3.42,0.62,0.85,0.63,10.0,942.08,60.0,53.0,3.0,0.0,118.0,2.0,0.03,0.0,58.0,0.1581900452488688
467.15,7.68,17.0,0.84,0.05,0.01,1.14,0.89,0.88,0.85,22.0,1624.47,90.0,34.0,1.0,3.0,755.0,11.0,0.77,0.0,12.0,0.3728971962616823
292.98,2.51,7.0,0.92,0.06,0.03,4.99,0.96,0.94,0.91,44.0,3273.05,60.0,42.0,0.0,2.0,502.0,3.0,0.68,1.0,943.0,0.0768565495337758
428.91,2.08,23.0,0.86,0.09,0.04,2.16,0.85,0.88,0.46,20.0,9205.72,15.0,27.0,1.0,1.0,997.0,3.0,0.53,1.0,771.0,0.24765822784810124
284.43,1.61,20.0,0.82,0.09,0.04,4.66,0.86,1.16,0.09,19.0,5685.68,45.0,11.0,2.0,2.0,726.0,12.0,0.91,1.0,774.0,0.12366148957734133
330.61,7.52,15.0,0.8,0.09,0.03,2.15,0.79,0.89,0.8,28.0,3794.42,90.0,32.0,1.0,3.0,609.0,6.0,0.94,1.0,732.0,0.1922768670309654
90.11,9.36,13.0,0.88,0.03,0.02,4.64,0.66,1.02,0.48,37.0,4086.51,30.0,56.0,0.0,0.0,426.0,2.0,0.93,1.0,592.0,0.10890885566417481
389.87,4.87,28.0,0.98,0.0,0.01,1.68,0.6,0.83,0.55,44.0,8394.0,60.0,29.0,1.0,0.0,334.0,11.0,0.6,0.0,280.0,0.3656716417910448
107.47,2.07,2.0,0.9,0.03,0.01,3.8,0.74,0.86,0.6,1.0,365.12,90.0,50.0,1.0,3.0,901.0,2.0,0.52,0.0,559.0,0.181875
421.73,5.61,28.0,0.72,0.03,0.02,4.76,0.9,0.9,0.67,34.0,212.26,60.0,39.0,3.0,0.0,249.0,4.0,0.27,0.0,162.0,0.12124999999999998
401.91,4.14,19.0,0.84,0.09,0.0,3.23,0.98,1.19,0.89,35.0,556.24,60.0,32.0,3.0,2.0,719.0,1.0,0.16,0.0,326.0,0.180709219858156
368.94,4.37,24.0,0.97,0.06,0.01,3.39,0.77,1.12,0.95,26.0,4745.13,90.0,28.0,1.0,1.0,525.0,1.0,0.56,0.0,991.0,0.1100324331282223
66.27,6.59,13.0,0.73,0.01,0.02,0.51,0.75,1.07,0.94,30.0,5854.37,15.0,26.0,1.0,2.0,627.0,1.0,0.15,0.0,736.0,0.40772827886553414
186.41,7.47,24.0,1.0,0.01,0.02,2.37,0.78,1.17,0.81,12.0,6282.24,30.0,8.0,0.0,3.0,628.0,5.0,0.17,0.0,443.0,0.29376854599406527
168.4,2.0,11.0,0.98,0.02,0.0,4.43,0.77,1.18,0.89,14.0,7338.26,60.0,47.0,1.0,2.0,261.0,9.0,0.36,1.0,531.0,0.08693573056153822
212.06,1.32,27.0,0.72,0.06,0.03,1.2,0.85,0.98,0.05,39.0,1978.27,15.0,24.0,2.0,2.0,195.0,4.0,0.19,0.0,621.0,0.09660079051383398
89.44,9.95,22.0,0.98,0.07,0.03,3.94,0.89,0.93,0.85,4.0,2696.62,60.0,11.0,3.0,3.0,747.0,8.0,0.5,1.0,878.0,0.15696692888696245
471.63,3.09,15.0,0.81,0.09,0.0,3.38,0.91,0.93,0.07,12.0,2510.72,60.0,38.0,2.0,1.0,422.0,7.0,0.66,0.0,955.0,0.0743637667646848
299.21,1.48,10.0,0.95,0.09,0.05,1.11,0.86,0.81,0.75,24.0,1576.8,15.0,52.0,1.0,0.0,513.0,6.0,0.7,1.0,900.0,0.23353791469194304
187.49,2.71,9.0,0.83,0.02,0.0,1.41,0.78,0.91,0.17,40.0,2519.52,60.0,17.0,0.0,3.0,542.0,9.0,0.53,0.0,499.0,0.3375103734439833
228.64,1.35,27.0,0.83,0.03,0.04,2.14,0.98,0.94,0.36,31.0,6175.16,30.0,27.0,2.0,0.0,163.0,10.0,0.52,0.0,819.0,0.051029801762285824
251.24,4.53,28.0,0.89,0.02,0.0,0.63,0.88,0.81,0.18,1.0,3727.47,90.0,28.0,1.0,0.0,233.0,1.0,0.47,0.0,755.0,0.16513435989111444
320.27,8.22,9.0,0.93,0.04,0.04,4.57,0.77,1.15,0.44,37.0,7702.33,15.0,9.0,3.0,3.0,607.0,7.0,0.25,0.0,208.0,0.16028725314183123
282.06,4.07,20.0,0.71,0.09,0.0,3.7,0.78,1.14,0.41,1.0,5410.55,45.0,15.0,1.0,1.0,562.0,9.0,0.65,1.0,445.0,0.13746808510638298
463.73,5.0,28.0,0.88,0.06,0.04,1.82,0.93,0.9,0.05,15.0,2199.19,60.0,8.0,3.0,3.0,855.0,10.0,0.66,1.0,695.0,0.2933333333333333
273.63,7.08,1.0,0.76,0.07,0.02,1.5,0.78,1.12,0.83,13.0,4727.08,90.0,52.0,0.0,3.0,427.0,2.0,0.26,1.0,226.0,0.28272
496.47,5.58,17.0,0.8,0.05,0.04,3.45,0.81,1.12,0.85,29.0,5974.35,30.0,34.0,3.0,2.0,494.0,4.0,0.7,1.0,519.0,0.1625598060228183
433.14,8.75,12.0,0.8,0.0,0.02,2.12,0.72,0.93,0.79,45.0,8675.33,30.0,40.0,1.0,2.0,693.0,5.0,0.86,1.0,49.0,0.2564102564102564
143.83,8.79,10.0,0.84,0.01,0.0,1.15,0.94,1.08,0.85,4.0,8353.8,45.0,59.0,0.0,3.0,906.0,11.0,0.59,1.0,707.0,0.3867906976744186
468.77,1.09,5.0,0.8,0.05,0.04,2.15,0.81,0.92,0.75,15.0,4322.15,30.0,16.0,3.0,2.0,681.0,5.0,0.12,0.0,498.0,0.24126984126984127
102.36,8.0,29.0,0.73,0.07,0.0,4.36,0.82,0.83,0.94,44.0,6511.99,90.0,25.0,3.0,1.0,169.0,11.0,0.33,0.0,801.0,0.026723615070713844
417.85,5.15,18.0,0.74,0.02,0.05,0.34,0.95,1.0,0.58,40.0,3048.27,45.0,35.0,2.0,2.0,60.0,7.0,0.09,1.0,590.0,0.0550366810017708
221.28,9.9,15.0,0.71,0.07,0.0,1.84,0.97,0.98,0.58,48.0,6366.73,15.0,8.0,3.0,1.0,639.0,10.0,0.3,1.0,258.0,0.23249999999999998
445.09,5.35,6.0,0.84,0.08,0.02,4.81,0.93,0.86,0.86,12.0,9136.65,45.0,54.0,1.0,0.0,289.0,8.0,0.21,1.0,94.0,0.1330120481927711
440.63,9.88,7.0,0.99,0.04,0.04,0.07,0.63,1.0,0.35,25.0,6282.97,15.0,12.0,0.0,0.0,181.0,9.0,0.55,1.0,689.0,0.2333361366195081
412.67,7.79,17.0,0.73,0.07,0.02,4.45,0.78,1.18,0.05,27.0,3107.34,30.0,50.0,1.0,1.0,990.0,5.0,0.42,0.0,413.0,0.12456880733944951
405.51,3.24,6.0,0.98,0.04,0.01,1.87,0.74,1.09,0.75,6.0,6475.44,90.0,13.0,3.0,0.0,341.0,2.0,0.72,1.0,38.0,0.32780487804878045
187.11,5.85,8.0,0.92,0.07,0.04,0.95,0.69,1.1,0.25,23.0,9037.27,60.0,42.0,1.0,1.0,605.0,2.0,0.36,0.0,46.0,0.43876923076923086
86.41,9.93,12.0,0.89,0.08,0.04,0.07,0.96,1.1,0.47,15.0,1456.76,45.0,14.0,2.0,3.0,302.0,5.0,0.15,0.0,516.0,0.4478693037745418
231.34,8.72,21.0,0.89,0.1,0.05,0.35,0.96,1.1,0.24,39.0,4876.22,30.0,25.0,1.0,2.0,861.0,5.0,0.24,0.0,541.0,0.5933333333333334
128.09,1.88,14.0,0.95,0.03,0.02,0.86,0.79,0.81,0.83,5.0,3278.4,90.0,16.0,0.0,0.0,75.0,5.0,0.55,0.0,667.0,0.05570803308023409
